Facility Name,City,State,ZIP Code,Payment Measure ID,Payment Measure Name,Payment Category,Payment,Value of Care Display ID,Value of Care Display Name,Value of Care Category,value_code
SAINT ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,LAS VEGAS,NV,89113,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,26610,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
SAINT ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,LAS VEGAS,NV,89113,PAYM_30_HF,Payment for heart failure patients,Greater Than the National Average Payment,19417,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Higher Payment,HF
SAINT ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,LAS VEGAS,NV,89113,PAYM_30_PN,Payment for pneumonia patients,Greater Than the National Average Payment,20737,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Higher Payment,PN
SAINT ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,LAS VEGAS,NV,89113,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,21865,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,KNEE
CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,LAS VEGAS,NV,89149,PAYM_30_AMI,Payment for heart attack patients,Greater Than the National Average Payment,28589,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Higher Payment,AMI
CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,LAS VEGAS,NV,89149,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,18622,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,LAS VEGAS,NV,89149,PAYM_30_PN,Payment for pneumonia patients,Greater Than the National Average Payment,20762,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Higher Payment,PN
CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,LAS VEGAS,NV,89149,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,21418,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,KNEE
HENDERSON HOSPITAL,HENDERSON,NV,89011,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,26639,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
HENDERSON HOSPITAL,HENDERSON,NV,89011,PAYM_30_HF,Payment for heart failure patients,Greater Than the National Average Payment,19365,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Higher Payment,HF
HENDERSON HOSPITAL,HENDERSON,NV,89011,PAYM_30_PN,Payment for pneumonia patients,Greater Than the National Average Payment,22317,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Higher Payment,PN
HENDERSON HOSPITAL,HENDERSON,NV,89011,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,19989,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,KNEE
MOUNT GRANT GENERAL HOSPITAL,HAWTHORNE,NV,89415,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,16633,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
WILLIAM BEE RIRIE HOSPITAL,ELY,NV,89301,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,17737,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
WILLIAM BEE RIRIE HOSPITAL,ELY,NV,89301,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,19561,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
CARSON VALLEY MEDICAL CENTER,GARDNERVILLE,NV,89410,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,17283,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
CARSON VALLEY MEDICAL CENTER,GARDNERVILLE,NV,89410,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,17729,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
CARSON VALLEY MEDICAL CENTER,GARDNERVILLE,NV,89410,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,22059,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,KNEE
MESA VIEW REGIONAL HOSPITAL,MESQUITE,NV,89027,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,18283,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
MESA VIEW REGIONAL HOSPITAL,MESQUITE,NV,89027,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,18266,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
MESA VIEW REGIONAL HOSPITAL,MESQUITE,NV,89027,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,20308,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,KNEE
HUMBOLDT GENERAL HOSPITAL,WINNEMUCCA,NV,89445,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16638,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
HUMBOLDT GENERAL HOSPITAL,WINNEMUCCA,NV,89445,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,14590,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,PN
HUMBOLDT GENERAL HOSPITAL,WINNEMUCCA,NV,89445,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,18011,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,KNEE
BOULDER CITY HOSPITAL,BOULDER CITY,NV,89005,PAYM_30_PN,Payment for pneumonia patients,Greater Than the National Average Payment,24536,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Worse Mortality and Higher Payment,PN
DESERT VIEW HOSPITAL,PAHRUMP,NV,89048,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16571,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
DESERT VIEW HOSPITAL,PAHRUMP,NV,89048,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,16068,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,PN
GROVER C DILS MEDICAL CENTER,CALIENTE,NV,89008,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16313,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
BANNER CHURCHILL COMMUNITY HOSPITAL,FALLON,NV,89406,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,15647,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
BANNER CHURCHILL COMMUNITY HOSPITAL,FALLON,NV,89406,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,17189,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
BANNER CHURCHILL COMMUNITY HOSPITAL,FALLON,NV,89406,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,20138,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,KNEE
SOUTH LYON MEDICAL CENTER,YERINGTON,NV,89447,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,18901,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
CONCORD HOSPITAL,CONCORD,NH,3301,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,26756,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
CONCORD HOSPITAL,CONCORD,NH,3301,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,17228,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
CONCORD HOSPITAL,CONCORD,NH,3301,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,17654,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
CONCORD HOSPITAL,CONCORD,NH,3301,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,18891,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,KNEE
MARY HITCHCOCK MEMORIAL HOSPITAL,LEBANON,NH,3756,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,26024,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Better Mortality and Average Payment,AMI
MARY HITCHCOCK MEMORIAL HOSPITAL,LEBANON,NH,3756,PAYM_30_HF,Payment for heart failure patients,Greater Than the National Average Payment,19364,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Higher Payment,HF
MARY HITCHCOCK MEMORIAL HOSPITAL,LEBANON,NH,3756,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,19095,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
MARY HITCHCOCK MEMORIAL HOSPITAL,LEBANON,NH,3756,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,19352,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,KNEE
LAKES REGION GENERAL HOSPITAL,LACONIA,NH,3246,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,17943,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Worse Mortality and Average Payment,HF
LAKES REGION GENERAL HOSPITAL,LACONIA,NH,3246,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,18452,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
LAKES REGION GENERAL HOSPITAL,LACONIA,NH,3246,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,21726,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,KNEE
ST JOSEPH HOSPITAL,NASHUA,NH,3060,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,24747,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
ST JOSEPH HOSPITAL,NASHUA,NH,3060,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16557,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
ST JOSEPH HOSPITAL,NASHUA,NH,3060,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,18331,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
ST JOSEPH HOSPITAL,NASHUA,NH,3060,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Greater Than the National Average Payment,22497,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Higher Payment,KNEE
ELLIOT HOSPITAL,MANCHESTER,NH,3103,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,25539,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
ELLIOT HOSPITAL,MANCHESTER,NH,3103,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,17569,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
ELLIOT HOSPITAL,MANCHESTER,NH,3103,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,18014,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
ELLIOT HOSPITAL,MANCHESTER,NH,3103,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,20118,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,KNEE
FRISBIE MEMORIAL HOSPITAL,ROCHESTER,NH,3867,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,24906,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
FRISBIE MEMORIAL HOSPITAL,ROCHESTER,NH,3867,PAYM_30_HF,Payment for heart failure patients,Less Than the National Average Payment,15816,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Worse Mortality and Lower Payment,HF
FRISBIE MEMORIAL HOSPITAL,ROCHESTER,NH,3867,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,16025,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,PN
FRISBIE MEMORIAL HOSPITAL,ROCHESTER,NH,3867,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,20199,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,KNEE
PARKLAND MEDICAL CENTER,DERRY,NH,3038,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,26707,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
PARKLAND MEDICAL CENTER,DERRY,NH,3038,PAYM_30_HF,Payment for heart failure patients,Less Than the National Average Payment,15588,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Lower Payment,HF
PARKLAND MEDICAL CENTER,DERRY,NH,3038,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,18832,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
PARKLAND MEDICAL CENTER,DERRY,NH,3038,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,19784,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,KNEE
WENTWORTH-DOUGLASS HOSPITAL,DOVER,NH,3820,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,25966,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
WENTWORTH-DOUGLASS HOSPITAL,DOVER,NH,3820,PAYM_30_HF,Payment for heart failure patients,Less Than the National Average Payment,16208,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Lower Payment,HF
WENTWORTH-DOUGLASS HOSPITAL,DOVER,NH,3820,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,16226,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,PN
WENTWORTH-DOUGLASS HOSPITAL,DOVER,NH,3820,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,20728,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,KNEE
CHESHIRE MEDICAL CENTER,KEENE,NH,3431,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,25151,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
CHESHIRE MEDICAL CENTER,KEENE,NH,3431,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,17242,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
CHESHIRE MEDICAL CENTER,KEENE,NH,3431,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,17804,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
CHESHIRE MEDICAL CENTER,KEENE,NH,3431,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,21271,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,KNEE
SOUTHERN NH MEDICAL CENTER,NASHUA,NH,3060,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,24973,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
SOUTHERN NH MEDICAL CENTER,NASHUA,NH,3060,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,17053,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
SOUTHERN NH MEDICAL CENTER,NASHUA,NH,3060,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,16689,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,PN
SOUTHERN NH MEDICAL CENTER,NASHUA,NH,3060,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Greater Than the National Average Payment,22735,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Higher Payment,KNEE
EXETER HOSPITAL INC,EXETER,NH,3833,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,26118,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
EXETER HOSPITAL INC,EXETER,NH,3833,PAYM_30_HF,Payment for heart failure patients,Less Than the National Average Payment,15956,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Lower Payment,HF
EXETER HOSPITAL INC,EXETER,NH,3833,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,18238,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
EXETER HOSPITAL INC,EXETER,NH,3833,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,20385,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,KNEE
PORTSMOUTH REGIONAL HOSPITAL,PORTSMOUTH,NH,3801,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,25491,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
PORTSMOUTH REGIONAL HOSPITAL,PORTSMOUTH,NH,3801,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,17990,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
